sigma10,R10,bg10,sigma15,R15,bg15
1277.609,11.43070549,12.7122292991691,1277.609,12.40281906,13.369967570188
1278.091,11.45349542,12.721809742371,1278.091,12.39718122,13.3796907015671
1278.573,11.45057409,12.7313658598967,1278.573,12.39218572,13.3893905605974
1279.056,11.46434042,12.740917457957,1279.056,12.36924884,13.3990872489177
1279.538,11.46938624,12.7504250412062,1279.538,12.37869161,13.4087406643503
1280.02,11.46425268,12.7599084659601,1280.02,12.35384282,13.4183709565021
1280.502,11.46908164,12.7693677877179,1280.502,12.34638619,13.4279781748682
1280.984,11.46884167,12.7788030618843,1280.984,12.35731082,13.437562368864
1281.466,11.47202986,12.7882143437697,1281.466,12.36013324,13.4471235878252
1281.948,11.47988841,12.7976016885903,1281.948,12.34996071,13.4566618810083
1282.43,11.47470319,12.8069651514682,1282.43,12.34544427,13.4661772975899
1282.912,11.48344329,12.8163047874316,1282.912,12.35850826,13.4756698866674
1283.395,11.45876326,12.8256399542604,1283.395,12.35372302,13.4851593205248
1283.877,11.47716975,12.8349320519547,1283.877,12.35171575,13.4946063544637
1284.359,11.48020663,12.8442004873694,1284.359,12.34419961,13.5040307078168
1284.841,11.4549374,12.8534453151574,1284.841,12.35193716,13.5134324293648
1285.323,11.47757315,12.8626665898785,1285.323,12.36339806,13.5228115678096
1285.805,11.4757802,12.8718643659989,1285.805,12.34999218,13.532168171774
1286.287,11.49463929,12.8810386978916,1286.287,12.34985031,13.5415022898024
1286.769,11.51159669,12.8901896398365,1286.769,12.35215025,13.5508139703601
1287.251,11.51598015,12.8993172460206,1287.251,12.35761832,13.5601032618343
1287.734,11.51276984,12.9084404350142,1287.734,12.36915462,13.5693894153825
1288.216,11.51253281,12.9175214837318,1288.216,12.35142224,13.5786340273367
1288.698,11.52392517,12.9265793588041,1288.698,12.36034404,13.5878563949976
1289.18,11.54785326,12.9356141140469,1289.18,12.33996456,13.5970565664386
1289.662,11.55613005,12.9446258031836,1289.662,12.33240454,13.606234589655
1290.144,11.57881125,12.953614479845,1290.144,12.34736028,13.6153905125643
1290.626,11.57188609,12.96258019757,1290.626,12.34938546,13.6245243830056
1291.108,11.5695517,12.971523009805,1291.108,12.32064056,13.6336362487406
1291.591,11.57831351,12.9804614523283,1291.591,12.35266128,13.6427449933934
1292.073,11.60429961,12.9893585663102,1292.073,12.3411462,13.6518129472832
1292.555,11.60674642,12.9982329347003,1292.555,12.35022659,13.6608590393833
1293.037,11.60983077,13.0070846105778,1293.037,12.34331763,13.6698833171445
1293.519,11.62029073,13.0159136469299,1293.519,12.35524739,13.6788858279402
1294.001,11.61791111,13.0247200966525,1294.001,12.36873846,13.6878666190663
1294.483,11.65911941,13.03350401255,1294.483,12.38670954,13.6968257377416
1294.965,11.64989771,13.0422654473357,1294.965,12.37357243,13.7057632311077
1295.448,11.66422606,13.051022561072,1295.448,12.38821028,13.7146976215806
1295.93,11.66970116,13.0597391450404,1295.93,12.3886284,13.7235919608233
1296.412,11.69929606,13.0684334055986,1296.412,12.38148904,13.7324648158168
1296.894,11.70906832,13.0771053950956,1296.894,12.38974963,13.741316233395
1297.376,11.71562375,13.0857551657897,1297.376,12.40428716,13.7501462603147
1297.858,11.74559295,13.0943827698486,1297.858,12.40937001,13.7589549432564
1298.34,11.74212787,13.1029882593492,1298.34,12.41643886,13.7677423288239
1298.822,11.7620764,13.1115716862784,1298.822,12.41192386,13.7765084635444
1299.304,11.78189679,13.1201331025325,1299.304,12.41566494,13.7852533938691
1299.787,11.79868822,13.1286902538439,1299.787,12.4226278,13.7939952433237
1300.269,11.80545252,13.1372077586794,1300.269,12.42040512,13.8026978601523
1300.751,11.80912108,13.1457034080952,1300.751,12.44081444,13.8113794115765
1301.233,11.85043006,13.1541772536274,1301.233,12.44659784,13.8200399437423
1301.715,11.84889642,13.1626293467221,1301.715,12.43611651,13.8286795027202
1302.197,11.85202502,13.1710597387361,1302.197,12.45598463,13.8372981345046
1302.679,11.86969011,13.1794684809363,1302.679,12.47913192,13.845895885014
1303.161,11.87126685,13.1878556245003,1303.161,12.47907449,13.8544728000916
1303.644,11.89596212,13.1962385541615,1303.644,12.48639192,13.863046655223
1304.126,11.88955276,13.204582609083,1304.126,12.47030653,13.8715819936736
1304.608,11.92938065,13.212905218471,1304.608,12.49074246,13.8800966338626
1305.09,11.9348953,13.2212064331461,1305.09,12.51214152,13.888590621331
1305.572,11.97102613,13.2294863038401,1305.572,12.52201583,13.8970640015446
1306.054,11.98096088,13.2377448811959,1306.054,12.52099144,13.9055168198938
1306.536,11.98261451,13.2459822157677,1306.536,12.5071772,13.9139491216944
1307.018,11.99678049,13.254198358021,1307.018,12.51645973,13.9223609521867
1307.5,12.02109606,13.2623933583331,1307.5,12.53075743,13.9307523565364
1307.983,12.02995752,13.2705842034195,1307.983,12.51541863,13.9391407259477
1308.465,12.05344702,13.2787370270245,1308.465,12.52676514,13.9474913710657
1308.947,12.05563172,13.2868688593935,1308.947,12.53252299,13.9558217251826
1309.429,12.07827927,13.2949797505505,1309.429,12.54983929,13.9641318331651
1309.911,12.10339849,13.3030697504314,1309.911,12.5474622,13.9724217398054
1310.393,12.10717768,13.3111389088845,1310.393,12.58254111,13.9806914898215
1310.875,12.1387234,13.3191872756701,1310.875,12.58090947,13.9889411278569
1311.357,12.16807464,13.3272149004609,1311.357,12.6036013,13.9971706984809
1311.839,12.18742578,13.3352218328422,1311.839,12.60232405,14.0053802461888
1312.322,12.2090076,13.3432246699529,1312.322,12.63375524,14.0135867854724
1312.804,12.22700683,13.3511903232471,1312.804,12.64132848,14.0217563792265
1313.286,12.23385025,13.3591354324653,1313.286,12.64793399,14.029906083198
1313.768,12.26988522,13.3670600468433,1313.768,12.68850607,14.0380359415863
1314.25,12.2805815,13.3749642155299,1314.25,12.69597609,14.0461459985171
1314.732,12.3049156,13.3828479875871,1314.732,12.70647258,14.0542362980424
1315.214,12.32848089,13.39071141199,1315.214,12.70786771,14.0623068841409
1315.696,12.33715203,13.3985545376268,1315.696,12.73561652,14.0703578007176
1316.178,12.36307353,13.4063774132995,1316.178,12.77187376,14.0783890916043
1316.661,12.41104764,13.414196254879,1316.661,12.77637097,14.0864174020372
1317.143,12.41809142,13.4219787349227,1317.143,12.79223636,14.0944095322555
1317.625,12.44208705,13.4297411109895,1317.625,12.79487667,14.1023821679301
1318.107,12.44646709,13.4374834315356,1318.107,12.81352055,14.1103353526
1318.589,12.48469817,13.4452057449311,1318.589,12.81962605,14.1182691297311
1319.071,12.50237932,13.4529080994601,1319.071,12.83084237,14.1261835427166
1319.553,12.51748754,13.460590543321,1319.553,12.85025004,14.1340786348771
1320.035,12.5476784,13.468253124626,1320.035,12.84917925,14.1419544494601
1320.518,12.56977618,13.4759117272009,1320.518,12.87381615,14.1498273096355
1321,12.6003131,13.4835346864296,1321,12.88091423,14.1576646587453
1321.482,12.60945061,13.4911379270255,1321.482,12.90162617,14.1654828596748
1321.964,12.65905506,13.4987214967589,1321.964,12.90855131,14.1732819553817
1322.446,12.67562474,13.5062854433147,1322.446,12.93204804,14.1810619887514
1322.928,12.68133556,13.5138298142928,1322.928,12.94110094,14.1888230025971
1323.41,12.70053375,13.5213546572079,1323.41,12.94844895,14.1965650396599
1323.892,12.71636432,13.5288600194898,1323.892,12.9779377,14.2042881426089
1324.375,12.74320497,13.5363614592885,1324.375,13.0068433,14.2120083182744
1324.857,12.78485298,13.5438279620833,1324.857,13.03748614,14.219693641654
1325.339,12.80220241,13.5512751261235,1325.339,13.03688146,14.227360158584
1325.821,12.84008482,13.5587029984999,1325.821,13.09085916,14.2350079114461
1326.303,12.86434055,13.566111626219,1326.303,13.10277885,14.2426369425504
1326.785,12.89360899,13.5735010562029,1326.785,13.12538534,14.2502472941357
1327.267,12.90579912,13.5808713352895,1327.267,13.16194039,14.2578390083691
1327.749,12.94907217,13.5882225102325,1327.749,13.17909669,14.2654121273465
1328.231,12.99226863,13.5955546277016,1328.231,13.22143658,14.2729666930924
1328.714,13.02834391,13.6028828869735,1328.714,13.22289741,14.2805183633149
1329.196,13.03874996,13.6101769898716,1329.196,13.23884662,14.2880359101126
1329.678,13.0709236,13.6174521748981,1329.678,13.2709305,14.2955350294126
1330.16,13.08215194,13.6247084883875,1330.16,13.27615485,14.3030157629553
1330.642,13.09668975,13.6319459765908,1330.642,13.32649097,14.31047815241
1331.124,13.13587088,13.6391646856755,1331.124,13.35274429,14.3179222393754
1331.606,13.16049878,13.6463646617258,1331.606,13.3653094,14.3253480653795
1332.088,13.18949967,13.6535459507428,1332.088,13.39155244,14.3327556718796
1332.571,13.21046007,13.6607234395642,1332.571,13.413817,14.3401604121595
1333.053,13.22507665,13.6678674536536,1333.053,13.45130519,14.3475316661565
1333.535,13.26083696,13.6749929183094,1333.535,13.48042659,14.3548848246844
1334.017,13.29477188,13.6820998792007,1334.017,13.48863888,14.3622199289189
1334.499,13.31284695,13.6891883819138,1334.499,13.51802545,14.3695370199654
1334.981,13.33846933,13.6962584719524,1334.981,13.50731243,14.3768361388594
1335.463,13.36942159,13.703310194738,1335.463,13.55428164,14.3841173265662
1335.945,13.38807472,13.7103435956092,1335.945,13.55206818,14.3913806239812
1336.427,13.41936449,13.7173587198227,1336.427,13.57503817,14.39862607193
1336.91,13.44815025,13.7243701100076,1336.91,13.6015086,14.4058686877868
1337.392,13.4788067,13.7313487786624,1337.392,13.61532806,14.4130785221802
1337.874,13.51104834,13.7383093060298,1337.874,13.64164203,14.42027062925
1338.356,13.53477519,13.745251737038,1338.356,13.66516523,14.4274450495431
1338.838,13.55887594,13.7521761165334,1338.838,13.66295029,14.434601823537
1339.32,13.57696889,13.7590824892808,1339.32,13.69525776,14.4417409916396
1339.802,13.60552358,13.7659708999633,1339.802,13.74577162,14.4488625941897
1340.284,13.65205027,13.7728413931826,1340.284,13.74408498,14.455966671457
1340.766,13.65265466,13.7796940134591,1340.766,13.7559921,14.4630532636418
1341.249,13.67321417,13.7865429667957,1341.249,13.78967254,14.47013705905
1341.731,13.71694734,13.7933599375718,1341.731,13.80850684,14.4771887653271
1342.213,13.73269141,13.8001591685703,1342.213,13.84042456,14.4842231067922
1342.695,13.77376089,13.8069407039868,1342.695,13.87066108,14.4912401233699
1343.177,13.77864124,13.8137045879361,1343.177,13.89471879,14.4982398549163
1343.659,13.81798789,13.8204508644521,1343.659,13.93215862,14.5052223412186
1344.141,13.82607627,13.8271795774879,1344.141,13.9463969,14.5121876219956
1344.623,13.86109854,13.8338907709162,1344.623,13.96428686,14.5191357368977
1345.105,13.86784541,13.8405844885292,1345.105,14.00348047,14.5260667255069
1345.588,13.91017913,13.847274607163,1345.588,14.04866994,14.5329949537972
1346.07,13.94814854,13.8539334681699,1346.07,14.0704979,14.5398917729663
1346.552,13.96720679,13.8605749843463,1346.552,14.0962086,14.5467715842604
1347.034,14.01337292,13.8671991991631,1347.034,14.13811171,14.5536344269887
1347.516,14.03779989,13.8738061560115,1347.516,14.17964908,14.5604803403923
1347.998,14.06825302,13.8803958982027,1347.998,14.19404517,14.5673093636445
1348.48,14.08398961,13.8869684689678,1348.48,14.23102791,14.5741215358506
1348.962,14.13247445,13.8935239114588,1348.962,14.27457892,14.5809168960484
1349.445,14.16208661,13.900075816074,1349.445,14.31483098,14.5877095292581
1349.927,14.18855818,13.9065970958405,1349.927,14.33227873,14.594471347604
1350.409,14.20379593,13.9131013763996,1350.409,14.40002678,14.6012164707295
1350.891,14.23458367,13.9195887005851,1350.891,14.40349665,14.6079449374021
1351.373,14.26874976,13.9260591111513,1351.373,14.43900907,14.6146567863218
1351.855,14.27436484,13.9325126507739,1351.855,14.49801904,14.6213520561215
1352.337,14.30809106,13.9389493620493,1352.337,14.51109784,14.6280307853669
1352.819,14.34479467,13.9453692874949,1352.819,14.5654959,14.6346930125565
1353.302,14.37796166,13.9517857367844,1353.302,14.57193965,14.6413525469259
1353.784,14.39655552,13.9581721832027,1353.784,14.59694744,14.6479818511945
1354.266,14.42677618,13.9645419709593,1354.266,14.63042277,14.6545947685807
1354.748,14.45390609,13.9708951422567,1354.748,14.67069712,14.6611913373155
1355.23,14.47911509,13.9772317392195,1355.23,14.67176712,14.6677715955631
1355.712,14.50709361,13.9835518038937,1355.712,14.71193333,14.6743355814211
1356.194,14.52903469,13.989855378247,1356.194,14.73467869,14.6808833329206
1356.676,14.53301533,13.9961425041693,1356.676,14.75972344,14.6874148880262
1357.158,14.57712223,14.0024132234723,1357.158,14.80378277,14.6939302846362
1357.641,14.58029339,14.0086805367464,1357.641,14.82839494,14.7004430278263
1358.123,14.62003594,14.0149185341118,1358.123,14.86444538,14.706926187547
1358.605,14.63881436,14.0211402499121,1358.605,14.88700458,14.7133933021475
1359.087,14.66204134,14.0273457256478,1359.087,14.92389762,14.7198444092614
1359.569,14.6745711,14.0335350027417,1359.569,14.94736236,14.7262795464561
1360.051,14.6832375,14.0397081225393,1360.051,14.97548767,14.7326987512332
1360.533,14.69572411,14.0458651263089,1360.533,15.01584131,14.7391020610284
1361.015,14.76130783,14.0520060552414,1361.015,15.06446803,14.7454895132119
1361.498,14.76229258,14.0581436410635,1361.498,15.08009026,14.751874347822
1361.98,14.79613919,14.0642525104488,1361.98,15.10135361,14.7582301639233
1362.462,14.82101376,14.0703454281924,1362.462,15.14011822,14.7645702342064
1362.944,14.84796229,14.0764224351769,1362.944,15.16885763,14.770894595779
1363.426,14.86193906,14.0824835722085,1363.426,15.20439993,14.7772032856837
1363.908,14.90561115,14.0885288800165,1363.908,15.24125031,14.7834963408976
1364.39,14.91555553,14.0945583992538,1364.39,15.25737849,14.7897737983327
1364.872,14.93468514,14.1005721704968,1364.872,15.2840454,14.7960356948359
1365.354,14.95426107,14.1065702342455,1365.354,15.3273798,14.8022820671891
1365.837,14.97745054,14.1125650262773,1365.837,15.33454612,14.8085258631827
1366.319,14.99117419,14.1185317638539,1366.319,15.36870925,14.8147412653043
1366.801,14.98567128,14.1244829150627,1366.801,15.37899705,14.8209412533081
1367.283,15.01590519,14.1304185200989,1367.283,15.41508606,14.8271258637164
1367.765,15.03525812,14.1363386190821,1367.765,15.43510223,14.8332951329872
1368.247,15.06964515,14.142243252056,1368.247,15.45017938,14.8394490975137
1368.729,15.07690117,14.1481324589887,1368.729,15.49112175,14.8455877936246
1369.211,15.07603061,14.1540062797726,1369.211,15.49788995,14.8517112575845
1369.693,15.10345671,14.1598647542246,1369.693,15.52242183,14.8578195255933
1370.176,15.11859066,14.1657200289576,1370.176,15.56168454,14.8639252593568
1370.658,15.13389699,14.1715478982623,1370.658,15.5801079,14.8700032124675
1371.14,15.17107793,14.177360540316,1371.14,15.58440458,14.876066077917
1371.622,15.16849963,14.1831579946345,1371.622,15.60200602,14.8821138916488
1372.104,15.16627323,14.1889403006586,1372.104,15.63394667,14.8881466895425
1372.586,15.19232372,14.194707497754,1372.586,15.65631756,14.8941645074138
1373.068,15.21059946,14.2004596252119,1373.068,15.69597645,14.9001673810147
1373.55,15.21873298,14.2061967222483,1373.55,15.72004713,14.9061553460334
1374.032,15.25366704,14.2119188280051,1374.032,15.72960535,14.9121284380945
1374.515,15.26852105,14.217637806601,1374.515,15.76274799,14.9180990388847
1374.997,15.26493564,14.2233300160253,1374.997,15.77265444,14.9240424609782
1375.479,15.30036441,14.2290073512286,1375.479,15.8068779,14.9299711166806
1375.961,15.30218685,14.2346698510548,1375.961,15.83929039,14.9358850413629
1376.443,15.30864265,14.2403175542736,1376.443,15.87755747,14.9417842703326
1376.925,15.3269624,14.2459504995807,1376.925,15.89184742,14.9476688388343
1377.407,15.3239012,14.2515687255978,1377.407,15.900019,14.9535387820492
1377.889,15.35319431,14.2571722708726,1377.889,15.91271124,14.9593941350959
1378.372,15.37290908,14.2627727539198,1378.372,15.93679629,14.9652470357621
1378.854,15.36744768,14.2683470228,1378.854,15.97696321,14.9710732834874
1379.336,15.38687161,14.2739067262187,1379.336,15.9750913,14.976885046095
1379.818,15.38501218,14.2794519024288,1379.818,16.00864681,14.9826823584517
1380.3,15.39052618,14.2849825896101,1380.3,16.03781748,14.9884652553623
1380.782,15.3895015,14.2904988258689,1380.782,16.0300431,14.9942337715684
1381.264,15.42198258,14.2960006492386,1381.264,16.06341445,14.9999879417498
1381.746,15.41329441,14.3014880976791,1381.746,16.06814803,15.0057278005234
1382.229,15.42707999,14.3069725492034,1382.229,16.08739522,15.011465246428
1382.711,15.42502395,14.3124313317466,1382.711,16.10117138,15.0171765564758
1383.193,15.42636867,14.3178758528813,1383.193,16.1150556,15.0228736586651
1383.675,15.43664041,14.3233061502758,1383.675,16.13492598,15.0285565873641
1384.157,15.43501862,14.3287222615259,1384.157,16.14326411,15.0342253768791
